タイトル,タイトルリンク,gallery_area,thumb,thumb1,address,fa_address_access_inner,口コミ,btn_map,js_cm_readmore,写真,動画,fa_address_access_inner1,budget,all_count_num,link_arw01,all_count_num1,all_count_num2,詳細タイトル,フィールド1,フィールド2,Unnamed: 21,緯度,経度,住所,ラーメンの種類
町田商店　京都東インター店,https://www.cookdoor.jp/dtl/75000000000000111316/,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/6/1/3/75000000000000111316/0000000840/75000000000000111316_0000000840_1_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/6/1/3/75000000000000111316/0000000840/75000000000000111316_0000000840_5_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/6/1/3/75000000000000111316/0000000840/75000000000000111316_0000000840_3_s.jpg,〒607-8112 京都府京都市山科区小山中ノ川町１１,京阪京津線「四宮駅」から「町田商店　京都東イン…」まで 徒歩11分,28件,"https://www.google.co.jp/maps/dir/?api=1&origin=%e5%9b%9b%e5%ae%ae%e9%a7%85+%e3%80%92607-8045&destination=34.9848114444766,135.827168674701&travelmode=walking","町田商店　京都東インター店
メニューが豊富でとても美味です。人気なラーメン屋なので非常に賑わっています。
ラーメン好きには堪らないお店なので是非足を運んでみてください。
…",106枚,10本,名神高速道路「京都東IC」から「町田商店　京都東イン…」まで 700m,,"1,379件",町田商店 64店舗,"3,645枚",260本,町田商店　京都東インター店,11:00〜24:00,http://geocode.csis.u-tokyo.ac.jp/cgi-bin/simple_geocode.cgi?charset=UTF8&addr=%20%E4%BA%AC%E9%83%BD%E5%BA%9C%E4%BA%AC%E9%83%BD%E5%B8%82%E5%B1%B1%E7%A7%91%E5%8C%BA%E5%B0%8F%E5%B1%B1%E4%B8%AD%E3%83%8E%E5%B7%9D%E7%94%BA%EF%BC%91%EF%BC%91,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<results>
<query> 京都府京都市山科区小山中ノ川町１１</query>
<geodetic>wgs1984</geodetic>
<iConf>5</iConf>
<converted> 京都府京都市山科区小山中ノ川町１１</converted>
<candidate>
<address>京都府/京都市/山科区/小山中ノ川町/１１番地</address>
<longitude>135.826996</longitude>
<latitude>34.984539</latitude>
<iLvl>7</iLvl>
</candidate>
</results>
",34.984539,135.826996, 京都府京都市山科区小山中ノ川町１１,不明
らーめん・つけ麺　花銀,https://www.cookdoor.jp/dtl/60000000000000002808/,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/8/0/8/60000000000000002808/0000005745/60000000000000002808_0000005745_8_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/8/0/8/60000000000000002808/0000005745/60000000000000002808_0000005745_6_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/8/0/8/60000000000000002808/0000036827/60000000000000002808_0000036827_2_s.jpg,〒501-6001 岐阜県羽島郡岐南町上印食6-65 シュラトン665 1A,名鉄各務原線「切通駅」から「らーめん・つけ麺　花銀」まで 徒歩15分,36件,"https://www.google.co.jp/maps/dir/?api=1&origin=%e5%88%87%e9%80%9a%e9%a7%85+%e3%80%92500-8237&destination=35.3910442369065,136.788902042363&travelmode=walking","らーめんつけ麺花銀は、羽島郡岐南町上印食にあるラーメン屋です。お店の前に数台駐車スペースもあります。
おすすめは、牛骨ラーメンです。国産牛骨から出汁をとり、ピリ辛塩味で仕上げたスープは絶品です。…",107枚,8本,東海北陸自動車道「岐阜各務原IC」から「らーめん・つけ麺　花銀」まで 2.2km,７００円,,,,,らーめん・つけ麺　花銀,"11：30〜14：30
18：00〜24：00",http://geocode.csis.u-tokyo.ac.jp/cgi-bin/simple_geocode.cgi?charset=UTF8&addr=%20%E5%B2%90%E9%98%9C%E7%9C%8C%E7%BE%BD%E5%B3%B6%E9%83%A1%E5%B2%90%E5%8D%97%E7%94%BA%E4%B8%8A%E5%8D%B0%E9%A3%9F6-65%20%E3%82%B7%E3%83%A5%E3%83%A9%E3%83%88%E3%83%B3665%201A,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<results>
<query> 岐阜県羽島郡岐南町上印食6-65 シュラトン665 1A</query>
<geodetic>wgs1984</geodetic>
<iConf>5</iConf>
<converted> 岐阜県羽島郡岐南町上印食6-65 </converted>
<candidate>
<address>岐阜県/羽島郡/岐南町/上印食/六丁目/６５番地</address>
<longitude>136.789062</longitude>
<latitude>35.391468</latitude>
<iLvl>7</iLvl>
</candidate>
</results>
",35.391468,136.789062, 岐阜県羽島郡岐南町上印食6-65 シュラトン665 1A,塩ラーメン
天下一品　膳所店,https://www.cookdoor.jp/dtl/60000000000000008747/,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/7/4/7/60000000000000008747/0000072412/60000000000000008747_0000072412_1_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/7/4/7/60000000000000008747/0000072412/60000000000000008747_0000072412_3_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/7/4/7/60000000000000008747/0000061920/60000000000000008747_0000061920_3_s.jpg,〒520-0821 滋賀県大津市湖城が丘２番５号,ＪＲ東海道本線「膳所駅」から「天下一品　膳所店」まで 徒歩5分,62件,"https://www.google.co.jp/maps/dir/?api=1&origin=%e8%86%b3%e6%89%80%e9%a7%85+%e3%80%92520-0802&destination=34.9960426006443,135.882619107991&travelmode=walking",道沿いにあり駐車場もかなりの数止めることができます。いつも頼むこってりではなく、今回は屋台味にしましたが、これも絶品で次頼むときはどちらにするか迷うレベルでした。…,101枚,11本,,"【昼、夜】〜￥999
実際にお店へ行った人が使った金額です。","6,771件",天下一品 206店舗,"10,565枚",946本,天下一品　膳所店,11:00〜翌3:00,http://geocode.csis.u-tokyo.ac.jp/cgi-bin/simple_geocode.cgi?charset=UTF8&addr=%20%E6%BB%8B%E8%B3%80%E7%9C%8C%E5%A4%A7%E6%B4%A5%E5%B8%82%E6%B9%96%E5%9F%8E%E3%81%8C%E4%B8%98%EF%BC%92%E7%95%AA%EF%BC%95%E5%8F%B7,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<results>
<query> 滋賀県大津市湖城が丘２番５号</query>
<geodetic>wgs1984</geodetic>
<iConf>5</iConf>
<converted> 滋賀県大津市湖城が丘２番５号</converted>
<candidate>
<address>滋賀県/大津市/湖城が丘/２番/５号</address>
<longitude>135.882904</longitude>
<latitude>34.996113</latitude>
<iLvl>8</iLvl>
</candidate>
</results>
",34.996113,135.882904, 滋賀県大津市湖城が丘２番５号,不明
京らーめん　味まる,https://www.cookdoor.jp/dtl/75000000000000049838/,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/8/3/8/75000000000000049838/0000071883/75000000000000049838_0000071883_2_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/8/3/8/75000000000000049838/0000025523/75000000000000049838_0000025523_6_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/8/3/8/75000000000000049838/0000000155/75000000000000049838_0000000155_5_s.jpg,〒506-0031 岐阜県高山市西之一色町3-26-2,ＪＲ高山本線「高山駅」から「京らーめん　味まる」まで 徒歩14分,32件,"https://www.google.co.jp/maps/dir/?api=1&origin=%e9%ab%98%e5%b1%b1%e9%a7%85+%e3%80%92506-0053&destination=36.1306587327734,137.24975971171&travelmode=walking","京らーめん味まるは名古屋方面に向かう国道41号線沿いにあります。
こちらのラーメンは高山ではめずらしい濃厚こってりらーめんとなります。
高山の中華そばもおいしいですがたまにこってりラーメンが食べたくなったらこちらに来ます。
味噌ラーメンと鉄板餃子おすすめです！…",110枚,5本,中部縦貫自動車道「高山IC」から「京らーめん　味まる」まで 4.3km,"〜1,000円",,,,,京らーめん　味まる,11：00〜24：00（23：30ラストオーダー）,http://geocode.csis.u-tokyo.ac.jp/cgi-bin/simple_geocode.cgi?charset=UTF8&addr=%20%E5%B2%90%E9%98%9C%E7%9C%8C%E9%AB%98%E5%B1%B1%E5%B8%82%E8%A5%BF%E4%B9%8B%E4%B8%80%E8%89%B2%E7%94%BA3-26-2,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<results>
<query> 岐阜県高山市西之一色町3-26-2</query>
<geodetic>wgs1984</geodetic>
<iConf>5</iConf>
<converted> 岐阜県高山市西之一色町3-</converted>
<candidate>
<address>岐阜県/高山市/西之一色町/三丁目</address>
<longitude>137.243896</longitude>
<latitude>36.129692</latitude>
<iLvl>6</iLvl>
</candidate>
</results>
",36.129692,137.243896, 岐阜県高山市西之一色町3-26-2,味噌ラーメン
ラーメン太郎,https://www.cookdoor.jp/dtl/60000000000000002395/,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/5/9/3/60000000000000002395/0000001742/60000000000000002395_0000001742_5_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/5/9/3/60000000000000002395/0000047993/60000000000000002395_0000047993_2_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/5/9/3/60000000000000002395/0000001742/60000000000000002395_0000001742_4_s.jpg,〒700-0945 岡山県岡山市南区新保660-10,ＪＲ宇野線「備前西市駅」から「ラーメン太郎」まで 徒歩17分,50件,"https://www.google.co.jp/maps/dir/?api=1&origin=%e5%82%99%e5%89%8d%e8%a5%bf%e5%b8%82%e9%a7%85+%e3%80%92700-0953&destination=34.6312729798863,133.909214793883&travelmode=walking","今回、私がご紹介させていただくお店は、岡山県岡山市南区新保660-10にあるラーメン太郎さんです！
ラーメン太郎さんは地元住民から長年愛されているラーメン店です！
店主さんは、ラーメンへの凄まじい情熱を持っており、お客さんに美味しいラーメンを提供することに一生懸命取り組んでいます！！

なんと言っても、ラーメン太郎の特徴として挙げられるのは、そのこだわりのスープです！太郎さんが自ら手間ひまかけて作り上げるスープは、豚骨と魚介をベースにした濃厚でコクのある味わいが特徴です！
このスープは長時間炊き込まれ、素材の旨みがしっかりと引き出されています！
また、季節ごとにスープのアレンジも行っており、季節感を味わえる一杯が楽しめます！
そして、もう一つのこだわりが麺です！
ラーメン太郎さんでは、職人が手打ちする自家製麺を使用しています！そのため、麺にはコシがあり、豚骨のスープとの相性が抜群です！
麺の状態や茹で加減にもこだわっており、いつ訪れても美味しい麺を提供してくれます！
ラーメン太郎のメニューは豊富で、ラーメンの他にも知る人ぞ知る、豚骨のスープの上にレモンがギッシリ詰まったレモンラーメン様などがあります！！
また、トッピングも充実しており、味玉や海苔、メンマなど、自分の好きな具材を追加することも可能です！

店内はアットホームな雰囲気で、店主さんやスタッフの笑顔が出迎えてくれます！
カウンターやテーブル席があり、一人での利用や友人との食事にも適しています！
空いている時間帯に訪れると比較的待ち時間も短く、ゆっくりとラーメンを楽しむことができます！
ラーメン太郎さんは岡山市南区で長年営業を続けており、地元の方々に支持されている名店です！美味しいスープと麺、心温まるサービスが魅力であり、地域のラーメン愛好家だけでなく、観光客からも高い評価を得ています！
ぜひ、岡山市南区にお越しの際はラーメン太郎を訪れてみてください！きっと満足のいくラーメン体験ができること間違いありません！…",96枚,17本,,〜￥999,,,,,ラーメン太郎,"11：00〜22：00
お昼の休憩あり15:00〜17:00
ランチ営業、日曜営業",http://geocode.csis.u-tokyo.ac.jp/cgi-bin/simple_geocode.cgi?charset=UTF8&addr=%20%E5%B2%A1%E5%B1%B1%E7%9C%8C%E5%B2%A1%E5%B1%B1%E5%B8%82%E5%8D%97%E5%8C%BA%E6%96%B0%E4%BF%9D660-10,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<results>
<query> 岡山県岡山市南区新保660-10</query>
<geodetic>wgs1984</geodetic>
<iConf>5</iConf>
<converted> 岡山県岡山市南区新保660-</converted>
<candidate>
<address>岡山県/岡山市/南区/新保/６６０番地</address>
<longitude>133.908569</longitude>
<latitude>34.631493</latitude>
<iLvl>7</iLvl>
</candidate>
</results>
",34.631493,133.908569, 岡山県岡山市南区新保660-10,豚骨ラーメン
ラーメンギョーザ二代目響,https://www.cookdoor.jp/dtl/00000000000080057086/,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/6/8/0/00000000000080057086/0000076718/00000000000080057086_0000076718_1_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/6/8/0/00000000000080057086/0000002276/00000000000080057086_0000002276_5_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/6/8/0/00000000000080057086/0000002276/00000000000080057086_0000002276_4_s.jpg,〒461-0005 愛知県名古屋市東区東桜１丁目２－３１,名古屋市営地下鉄名城線「久屋大通駅」から「ラーメンギョーザ二代…」まで 徒歩3分,20件,"https://www.google.co.jp/maps/dir/?api=1&origin=%e4%b9%85%e5%b1%8b%e5%a4%a7%e9%80%9a%e9%a7%85+%e3%80%92460-0003&destination=35.1729769066289,136.910436434778&travelmode=walking","ラーメンギョウザ二代目響というラーメン店に行きました。お店の場所は、愛知県名古屋市東区にあります。
交通機関でのアクセスは、駐車場はありませんので、地下鉄と徒歩での移動が良いと思います。

名古屋市営地下鉄久屋大通駅の南改札口から出て、セントラルパークにある５Ａの出口を出てすぐに、右へ曲がります。右に曲がって、まっすぐに向かった先に横断歩道がありますが、渡る前に左へ曲がります。左に曲がってまっすぐに向かった先に、交差点にある小さな横断歩道があり、まっすぐに渡った先にあるお店が、ラーメンギョウザ二代目響です。

お店の営業時間は、月曜日から金曜日の、ランチタイムは、１１：００〜１４：１５で、ラストオーダーは、１４：００までで、ディナータイムは、１７：００〜２３：００で、ラストオーダーは、２２：３０までとなっております。
土曜日と日曜日、祝日の、ランチタイムは、１１：００〜１４：３０で、ラストオーダーは、１４：２０までで、ディナータイムは、１７：００〜２２：３０で、ラストオーダーは、２２：００までで、日曜日が祝日の場合は、１７：００〜２２：３０で、ラストオーダーは、２２：００までとなっております。
定休日は、ありません。

ここのお店は、カウンター席とテーブル席がありますが、落ち着いて過ごせる空間となっております。

このお店は、ラーメンがメインとなっており、「みそラーメン」や「みそ台湾」、「濃厚海老味噌ラーメン」や「中華そば」、「台湾ラーメン」などラーメンの種類がとても豊富で、他にも、［定食］や［カレーライス］、［飯物］などのメニューがあります。
今回は、「みそラーメン」を選びました。このお店のランチは、ランチ限定のセルフサービスで「ご飯」が無料となっております。
運ばれてきた「みそラーメン」は、具材は、葱ともやし、チャーシューとメンマ、肉味噌があり、麺は細麺で、スープが、少し辛めの味噌なので、香りが良く、麺と具材の相性が良くてとても美味しかったです。
次に行く機会があれば、今度は違うメニューのラーメンを頼んでみたいと思いました。

ここのお店は、予約とテイクアウトが出来るので、おすすめです。…",104枚,12本,名古屋高速都心環状線「東新町出入口（IC）」から「ラーメンギョーザ二代…」まで 470m,1000,,,,,ラーメンギョーザ二代目響,"[昼]
11:00〜15:00(L.O.14:45)
[夜]
17:30〜23:00(L.O.22:45)

ランチ営業、夜10時以降入店可、日曜営業",http://geocode.csis.u-tokyo.ac.jp/cgi-bin/simple_geocode.cgi?charset=UTF8&addr=%20%E6%84%9B%E7%9F%A5%E7%9C%8C%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%E6%9D%B1%E5%8C%BA%E6%9D%B1%E6%A1%9C%EF%BC%91%E4%B8%81%E7%9B%AE%EF%BC%92%EF%BC%8D%EF%BC%93%EF%BC%91,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<results>
<query> 愛知県名古屋市東区東桜１丁目２−３１</query>
<geodetic>wgs1984</geodetic>
<iConf>5</iConf>
<converted> 愛知県名古屋市東区東桜１丁目２−３１</converted>
<candidate>
<address>愛知県/名古屋市/東区/東桜/一丁目/２番/３１号</address>
<longitude>136.910416</longitude>
<latitude>35.172920</latitude>
<iLvl>8</iLvl>
</candidate>
</results>
",35.17292,136.910416, 愛知県名古屋市東区東桜１丁目２－３１,味噌ラーメン
一刻魁堂　アピタ千代田橋店,https://www.cookdoor.jp/dtl/1060048470/,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/0/7/4/1060048470/0000000658/1060048470_0000000658_2_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/0/7/4/1060048470/0000029247/1060048470_0000029247_1_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/0/7/4/1060048470/0000029247/1060048470_0000029247_2_s.jpg,〒464-0011 愛知県名古屋市千種区千代田橋２－１－１,名古屋市営地下鉄名城線「茶屋ケ坂駅」から「一刻魁堂　アピタ千代…」まで 徒歩8分,39件,"https://www.google.co.jp/maps/dir/?api=1&origin=%e8%8c%b6%e5%b1%8b%e3%82%b1%e5%9d%82%e9%a7%85+%e3%80%92464-0092&destination=35.1868008995389,136.969237026004&travelmode=walking",一刻魁堂　アピタ千代田橋店さんは、名古屋市営地下鉄東山線「茶屋ヶ坂駅」から東へ徒歩5分程のアピタ千代田橋店内にあるラーメン屋さんです。ショウウィンドウのメニューを見ていると、どれも美味しく見えて、悩みますが、定番の「一刻しょうゆ」がお気に入りです。…,102枚,12本,名古屋第二環状自動車道「大森IC」から「一刻魁堂　アピタ千代…」まで 2.7km,７００円から１０００円,"1,606件",一刻魁堂 46店舗,"3,836枚",365本,一刻魁堂　アピタ千代田橋店,１１時から２２時,http://geocode.csis.u-tokyo.ac.jp/cgi-bin/simple_geocode.cgi?charset=UTF8&addr=%20%E6%84%9B%E7%9F%A5%E7%9C%8C%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%E5%8D%83%E7%A8%AE%E5%8C%BA%E5%8D%83%E4%BB%A3%E7%94%B0%E6%A9%8B%EF%BC%92%EF%BC%8D%EF%BC%91%EF%BC%8D%EF%BC%91,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<results>
<query> 愛知県名古屋市千種区千代田橋２−１−１</query>
<geodetic>wgs1984</geodetic>
<iConf>5</iConf>
<converted> 愛知県名古屋市千種区千代田橋２−１−</converted>
<candidate>
<address>愛知県/名古屋市/千種区/千代橋/二丁目/１番</address>
<longitude>136.969559</longitude>
<latitude>35.187107</latitude>
<iLvl>7</iLvl>
</candidate>
</results>
",35.187107,136.969559, 愛知県名古屋市千種区千代田橋２－１－１,醤油ラーメン
キムラーメン,https://www.cookdoor.jp/dtl/60000000000000000956/,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/6/5/9/60000000000000000956/0000008711/60000000000000000956_0000008711_1_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/6/5/9/60000000000000000956/0000036790/60000000000000000956_0000036790_2_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/6/5/9/60000000000000000956/0000072945/60000000000000000956_0000072945_2_s.jpg,〒452-0822 愛知県名古屋市西区中小田井4-174,名鉄犬山線「中小田井駅」から「キムラーメン」まで 徒歩6分,59件,"https://www.google.co.jp/maps/dir/?api=1&origin=%e4%b8%ad%e5%b0%8f%e7%94%b0%e4%ba%95%e9%a7%85+%e3%80%92452-0822&destination=35.2176528546666,136.872520859784&travelmode=walking",上小田井駅から徒歩10分ほどのところにあるラーメン屋さんです。濃厚な豚骨スープが美味しいです。店内はカウンター席とテーブル席があります。ラーメンだけでなくサイドメニューのご飯も美味しくておすすめです！ぜひ一度訪れてみてください。…,101枚,11本,名古屋第二環状自動車道「平田IC」から「キムラーメン」まで 650m,〜999円,,,,,キムラーメン,"11:00〜15：00
18：00〜21：00",http://geocode.csis.u-tokyo.ac.jp/cgi-bin/simple_geocode.cgi?charset=UTF8&addr=%20%E6%84%9B%E7%9F%A5%E7%9C%8C%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%E8%A5%BF%E5%8C%BA%E4%B8%AD%E5%B0%8F%E7%94%B0%E4%BA%954-174,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<results>
<query> 愛知県名古屋市西区中小田井4-174</query>
<geodetic>wgs1984</geodetic>
<iConf>5</iConf>
<converted> 愛知県名古屋市西区中小田井4-174</converted>
<candidate>
<address>愛知県/名古屋市/西区/中小田井/四丁目/１７４番地</address>
<longitude>136.872147</longitude>
<latitude>35.217312</latitude>
<iLvl>7</iLvl>
</candidate>
</results>
",35.217312,136.872147, 愛知県名古屋市西区中小田井4-174,豚骨ラーメン
うまか,https://www.cookdoor.jp/dtl/1060366841/,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/1/4/8/1060366841/0000006322/1060366841_0000006322_1_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/1/4/8/1060366841/0000006322/1060366841_0000006322_3_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/1/4/8/1060366841/0000006322/1060366841_0000006322_2_s.jpg,〒500-8234 岐阜県岐阜市芋島３丁目３,名鉄各務原線「手力駅」から「うまか」まで 徒歩10分,48件,"https://www.google.co.jp/maps/dir/?api=1&origin=%e6%89%8b%e5%8a%9b%e9%a7%85+%e3%80%92500-8233&destination=35.3914839455851,136.80672193108&travelmode=walking","うまかさんは、岐阜市芋島3の交差点付近に位置します。土曜日の夜に行ったせいか、大人気で店内に入るまでに1時間ほどかかりました。ただ車の中で待つことができるので、ありがたかったです。
こちらの1番人気はピリ辛にんにくチャーハンです。チャーハンが熱い事もあり、かなり、ピリ辛でした。にんにくも想像以上に沢山入っていました。…",102枚,11本,東海北陸自動車道「岐阜各務原IC」から「うまか」まで 740m,1000,,,,,うまか,12:00-24:30,http://geocode.csis.u-tokyo.ac.jp/cgi-bin/simple_geocode.cgi?charset=UTF8&addr=%20%E5%B2%90%E9%98%9C%E7%9C%8C%E5%B2%90%E9%98%9C%E5%B8%82%E8%8A%8B%E5%B3%B6%EF%BC%93%E4%B8%81%E7%9B%AE%EF%BC%93,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<results>
<query> 岐阜県岐阜市芋島３丁目３</query>
<geodetic>wgs1984</geodetic>
<iConf>5</iConf>
<converted> 岐阜県岐阜市芋島３丁目３</converted>
<candidate>
<address>岐阜県/岐阜市/芋島/三丁目/３番</address>
<longitude>136.806580</longitude>
<latitude>35.391403</latitude>
<iLvl>7</iLvl>
</candidate>
</results>
",35.391403,136.80658, 岐阜県岐阜市芋島３丁目３,不明
つけ麺津気屋武蔵浦和,https://www.cookdoor.jp/dtl/1060182258/,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/8/5/2/1060182258/0000057564/1060182258_0000057564_1_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/8/5/2/1060182258/0000041924/1060182258_0000041924_1_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/8/5/2/1060182258/0000057564/1060182258_0000057564_2_s.jpg,〒336-0022 埼玉県さいたま市南区白幡５丁目１９－１９,ＪＲ武蔵野線「武蔵浦和駅」から「つけ麺津気屋武蔵浦和」まで 徒歩2分,86件,"https://www.google.co.jp/maps/dir/?api=1&origin=%e6%ad%a6%e8%94%b5%e6%b5%a6%e5%92%8c%e9%a7%85+%e3%80%92336-0021&destination=35.8444517879785,139.647767904871&travelmode=walking",つけ麺津気屋武蔵浦和はＪＲ武蔵野線の武蔵浦和駅から徒歩2分の所にあります。つけ麺専門店です。おすすめは津気屋極つけ麺です。魚介豚骨スープが絶品でした。つけ麺を５倍楽しむ方法があるのでぜひ試してみて下さい。…,103枚,6本,首都高速埼玉大宮線「浦和南IC」から「つけ麺津気屋武蔵浦和」まで 1.8km,〜￥999-,,,,,つけ麺津気屋武蔵浦和,11：00〜翌日1：００（LO　0:40),http://geocode.csis.u-tokyo.ac.jp/cgi-bin/simple_geocode.cgi?charset=UTF8&addr=%20%E5%9F%BC%E7%8E%89%E7%9C%8C%E3%81%95%E3%81%84%E3%81%9F%E3%81%BE%E5%B8%82%E5%8D%97%E5%8C%BA%E7%99%BD%E5%B9%A1%EF%BC%95%E4%B8%81%E7%9B%AE%EF%BC%91%EF%BC%99%EF%BC%8D%EF%BC%91%EF%BC%99,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<results>
<query> 埼玉県さいたま市南区白幡５丁目１９−１９</query>
<geodetic>wgs1984</geodetic>
<iConf>5</iConf>
<converted> 埼玉県さいたま市南区白幡５丁目１９−１９</converted>
<candidate>
<address>埼玉県/さいたま市/南区/白幡/五丁目/１９番/１９号</address>
<longitude>139.647385</longitude>
<latitude>35.844910</latitude>
<iLvl>8</iLvl>
</candidate>
</results>
",35.84491,139.647385, 埼玉県さいたま市南区白幡５丁目１９－１９,豚骨ラーメン
豚そば　ぎんや,https://www.cookdoor.jp/dtl/60000000000000000401/,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/1/0/4/60000000000000000401/0000035998/60000000000000000401_0000035998_2_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/1/0/4/60000000000000000401/0000035998/60000000000000000401_0000035998_3_s.jpg,https://jice.homemate-research.com/pubuser1/pubuser_facility_img/1/0/4/60000000000000000401/0000000564/60000000000000000401_0000000564_3_s.jpg,〒462-0047 愛知県名古屋市北区金城町2-57-1,名古屋市営地下鉄名城線「黒川駅」から「豚そば　ぎんや」まで 徒歩9分,86件,"https://www.google.co.jp/maps/dir/?api=1&origin=%e9%bb%92%e5%b7%9d%e9%a7%85+%e3%80%92462-0046&destination=35.2032516618716,136.906880891564&travelmode=walking",名古屋市営地下鉄名城線黒川駅から北西に向かって徒歩約10分ぐらいの場所に店舗があります。敷地外になりますが店舗の東側に駐車場も完備されています。店内はカウンター席のみで9席あります。オススメメニューはつけ麺ストロングになります。麺は太麺でつけ汁は濃厚です。もちもち麺と相性が抜群です。是非食べてみてください。…,101枚,8本,名古屋高速1号楠線「黒川出入口（IC）」から「豚そば　ぎんや」まで 1km,７５０円,,,,,豚そば　ぎんや,"11：00〜14：00
18：00〜21：00",http://geocode.csis.u-tokyo.ac.jp/cgi-bin/simple_geocode.cgi?charset=UTF8&addr=%20%E6%84%9B%E7%9F%A5%E7%9C%8C%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%E5%8C%97%E5%8C%BA%E9%87%91%E5%9F%8E%E7%94%BA2-57-1,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<results>
<query> 愛知県名古屋市北区金城町2-57-1</query>
<geodetic>wgs1984</geodetic>
<iConf>5</iConf>
<converted> 愛知県名古屋市北区金城町2-57-</converted>
<candidate>
<address>愛知県/名古屋市/北区/金城町/二丁目/５７番地</address>
<longitude>136.906830</longitude>
<latitude>35.202782</latitude>
<iLvl>7</iLvl>
</candidate>
</results>
",35.202782,136.90683, 愛知県名古屋市北区金城町2-57-1,不明
